# protein_xref_1	protein_xref_2	alternative_identifiers_1	alternative_identifiers_2	protein_alias_1	protein_alias_2	detection_method	author_name	pmid	protein_taxid_1	protein_taxid_2	interaction_type	source_database_id	database_identifier	confidence
uniprotkb:Q12959	uniprotkb:P27962	intact:EBI-357481|uniprotkb:Q12958|uniprotkb:A5YKK7|uniprotkb:B7ZMM0|uniprotkb:B9EIQ5|uniprotkb:D3DXB8|uniprotkb:D3DXB9|uniprotkb:B4DGU1|uniprotkb:B4DGZ8|uniprotkb:E7EWL7|uniprotkb:E9PG21	intact:EBI-11793889	psi-mi:dlg1_human(display_long)|uniprotkb:DLG1(gene name)|psi-mi:DLG1(display_short)|uniprotkb:Synapse-associated protein 97(gene name synonym)|uniprotkb:hDlg(gene name synonym)	psi-mi:ve6_hpvme(display_long)|uniprotkb:E6(gene name)|psi-mi:E6(display_short)	psi-mi:MI:0084(phage display)	Ivarsson et al. (2014)	imex:IM-25074|pubmed:24550280	9606	10602	psi-mi:MI:0915(physical association)	psi-mi:MI:0471(MINT)	intact:EBI-11793899|imex:IM-25074-14	intact-miscore:0.40
uniprotkb:Q7Z6J9	uniprotkb:P06929	uniprotkb:SEN54_HUMAN	uniprotkb:VE6_HPV1	uniprotkb:SEN54_HUMAN	uniprotkb:VE6_HPV1	psi-mi:MI:0018(two hybrid)	-	pubmed:22898364	9606	10583	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:14891|virhostnet-nrid:14103	virhostnet-miscore:0.32715574
uniprotkb:Q86U28	uniprotkb:P06465	uniprotkb:ISCA2_HUMAN	uniprotkb:VE7_HPV1	uniprotkb:ISCA2_HUMAN	uniprotkb:VE7_HPV1	psi-mi:MI:0018(two hybrid)	-	pubmed:22898364	9606	10583	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:4191|virhostnet-nrid:4176	virhostnet-miscore:0.32715574
uniprotkb:Q86W33	uniprotkb:P06929	uniprotkb:TPRA1_HUMAN	uniprotkb:VE6_HPV1	uniprotkb:TPRA1_HUMAN	uniprotkb:VE6_HPV1	psi-mi:MI:0018(two hybrid)	-	pubmed:22898364	9606	10583	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:14879|virhostnet-nrid:14091	virhostnet-miscore:0.32715574
uniprotkb:Q8IWI9	uniprotkb:P03118	intact:EBI-2815196|uniprotkb:E7ENI0|uniprotkb:F5H7K2|uniprotkb:Q9H9N7|uniprotkb:Q9H8R3|uniprotkb:Q9Y4E9|uniprotkb:Q9UG69|intact:EBI-11143500|intact:EBI-10969960|uniprotkb:B9EGR5	intact:EBI-15990288	psi-mi:mgap_human(display_long)|uniprotkb:MGA(gene name)|psi-mi:MGA(display_short)|uniprotkb:KIAA0518(gene name synonym)|uniprotkb:MAD5(gene name synonym)|uniprotkb:MAX dimerization protein 5(gene name synonym)	psi-mi:ve2_hpv1(display_long)|uniprotkb:E2(gene name)|psi-mi:E2(display_short)	psi-mi:MI:0397(two hybrid array)	Muller et al. (2011)	pubmed:22761572|imex:IM-25807|doi:10.1371/journal.ppat.1002761	9606	10583	psi-mi:MI:0915(physical association)	psi-mi:MI:0471(MINT)	intact:EBI-16046866|imex:IM-25807-150|psi-mi:MI:0471	intact-miscore:0.49
uniprotkb:Q8IWI9	uniprotkb:P03118	intact:EBI-2815196|uniprotkb:E7ENI0|uniprotkb:F5H7K2|uniprotkb:Q9H9N7|uniprotkb:Q9H8R3|uniprotkb:Q9Y4E9|uniprotkb:Q9UG69|intact:EBI-11143500|intact:EBI-10969960|uniprotkb:B9EGR5	intact:EBI-15990288	psi-mi:mgap_human(display_long)|uniprotkb:MGA(gene name)|psi-mi:MGA(display_short)|uniprotkb:KIAA0518(gene name synonym)|uniprotkb:MAD5(gene name synonym)|uniprotkb:MAX dimerization protein 5(gene name synonym)	psi-mi:ve2_hpv1(display_long)|uniprotkb:E2(gene name)|psi-mi:E2(display_short)	psi-mi:MI:1203(split luciferase complementation)	Muller et al. (2011)	pubmed:22761572|imex:IM-25807|doi:10.1371/journal.ppat.1002761	9606	10583	psi-mi:MI:0915(physical association)	psi-mi:MI:0471(MINT)	intact:EBI-16053593|psi-mi:MI:0471|imex:IM-25807-692	author score:44.53|intact-miscore:0.49
uniprotkb:Q8IWI9	uniprotkb:P06465	uniprotkb:MGAP_HUMAN	uniprotkb:VE7_HPV1	uniprotkb:MGAP_HUMAN	uniprotkb:VE7_HPV1	psi-mi:MI:0018(two hybrid)	-	pubmed:22898364	9606	10583	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:14789|virhostnet-nrid:14001	virhostnet-miscore:0.32715574
uniprotkb:Q8IWX8	uniprotkb:P06465	uniprotkb:CHERP_HUMAN	uniprotkb:VE7_HPV1	uniprotkb:CHERP_HUMAN	uniprotkb:VE7_HPV1	psi-mi:MI:0018(two hybrid)	-	pubmed:22898364	9606	10583	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:14757|virhostnet-nrid:13969	virhostnet-miscore:0.32715574
uniprotkb:Q8N1B4	uniprotkb:P03118	intact:EBI-2799833|uniprotkb:Q9NPT5|uniprotkb:Q8IUN6|uniprotkb:Q5JPA0|uniprotkb:Q53GR4|uniprotkb:Q5SQW1|uniprotkb:B0UZZ4|uniprotkb:A2BF38|uniprotkb:B4DNI9	intact:EBI-15990288	psi-mi:vps52_human(display_long)|uniprotkb:VPS52(gene name)|psi-mi:VPS52(display_short)|uniprotkb:SACM2L(gene name synonym)|uniprotkb:SAC2 suppressor of actin mutations 2-like protein(gene name synonym)	psi-mi:ve2_hpv1(display_long)|uniprotkb:E2(gene name)|psi-mi:E2(display_short)	psi-mi:MI:1203(split luciferase complementation)	Muller et al. (2011)	pubmed:22761572|imex:IM-25807|doi:10.1371/journal.ppat.1002761	9606	10583	psi-mi:MI:0915(physical association)	psi-mi:MI:0471(MINT)	intact:EBI-16053569|psi-mi:MI:0471|imex:IM-25807-690	author score:40.22|intact-miscore:0.37
uniprotkb:Q8N2W9	uniprotkb:P03118	intact:EBI-473160|uniprotkb:O75926|uniprotkb:Q96G19|uniprotkb:Q9UN16	intact:EBI-15990288	psi-mi:pias4_human(display_long)|uniprotkb:RING-type E3 ubiquitin transferase PIAS4(gene name synonym)|uniprotkb:Protein inhibitor of activated STAT protein gamma(gene name synonym)|uniprotkb:PIASy(gene name synonym)|uniprotkb:PIAS4(gene name)|psi-mi:PIAS4(display_short)|uniprotkb:PIASG(gene name synonym)|uniprotkb:Protein inhibitor of activated STAT protein 4(gene name synonym)	psi-mi:ve2_hpv1(display_long)|uniprotkb:E2(gene name)|psi-mi:E2(display_short)	psi-mi:MI:1203(split luciferase complementation)	Muller et al. (2011)	pubmed:22761572|imex:IM-25807|doi:10.1371/journal.ppat.1002761	9606	10583	psi-mi:MI:0915(physical association)	psi-mi:MI:0471(MINT)	intact:EBI-16053437|psi-mi:MI:0471|imex:IM-25807-679	author score:3.68|intact-miscore:0.49
uniprotkb:Q8N2W9	uniprotkb:P03118	intact:EBI-473160|uniprotkb:O75926|uniprotkb:Q96G19|uniprotkb:Q9UN16	intact:EBI-15990288	psi-mi:pias4_human(display_long)|uniprotkb:RING-type E3 ubiquitin transferase PIAS4(gene name synonym)|uniprotkb:Protein inhibitor of activated STAT protein gamma(gene name synonym)|uniprotkb:PIASy(gene name synonym)|uniprotkb:PIAS4(gene name)|psi-mi:PIAS4(display_short)|uniprotkb:PIASG(gene name synonym)|uniprotkb:Protein inhibitor of activated STAT protein 4(gene name synonym)	psi-mi:ve2_hpv1(display_long)|uniprotkb:E2(gene name)|psi-mi:E2(display_short)	psi-mi:MI:0397(two hybrid array)	Muller et al. (2011)	pubmed:22761572|imex:IM-25807|doi:10.1371/journal.ppat.1002761	9606	10583	psi-mi:MI:0915(physical association)	psi-mi:MI:0471(MINT)	intact:EBI-16046856|imex:IM-25807-148|psi-mi:MI:0471	intact-miscore:0.49
uniprotkb:Q8NDA8	uniprotkb:P06929	uniprotkb:MROH1_HUMAN	uniprotkb:VE6_HPV1	uniprotkb:MROH1_HUMAN	uniprotkb:VE6_HPV1	psi-mi:MI:0018(two hybrid)	-	pubmed:22898364	9606	10583	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:14890|virhostnet-nrid:14102	virhostnet-miscore:0.32715574
uniprotkb:Q8NEZ5	uniprotkb:P03118	intact:EBI-2510137|uniprotkb:Q9H824|uniprotkb:Q6PIL5|uniprotkb:Q9UKC0|uniprotkb:Q0D2P8|uniprotkb:Q8IXW3	intact:EBI-15990288	psi-mi:fbx22_human(display_long)|uniprotkb:FBXO22(gene name)|psi-mi:FBXO22(display_short)|uniprotkb:FBX22(gene name synonym)|uniprotkb:F-box protein FBX22p44(gene name synonym)	psi-mi:ve2_hpv1(display_long)|uniprotkb:E2(gene name)|psi-mi:E2(display_short)	psi-mi:MI:1203(split luciferase complementation)	Muller et al. (2011)	pubmed:22761572|imex:IM-25807|doi:10.1371/journal.ppat.1002761	9606	10583	psi-mi:MI:0915(physical association)	psi-mi:MI:0471(MINT)	intact:EBI-16053533|psi-mi:MI:0471|imex:IM-25807-687	author score:4.42|intact-miscore:0.37
uniprotkb:Q8TBR4	uniprotkb:P06929	uniprotkb:ST3L4_HUMAN	uniprotkb:VE6_HPV1	uniprotkb:ST3L4_HUMAN	uniprotkb:VE6_HPV1	psi-mi:MI:0018(two hybrid)	-	pubmed:22898364	9606	10583	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:14855|virhostnet-nrid:14067	virhostnet-miscore:0.32715574
uniprotkb:Q8TCT4	uniprotkb:P03105	intact:EBI-8576837|intact:MINT-253638	intact:EBI-8576961|intact:MINT-253460	psi-mi:q8tct4_human(display_long)|uniprotkb:PMSP(gene name)|psi-mi:PMSP(display_short)	psi-mi:vl2_hpv1(display_long)|uniprotkb:L2(gene name)|psi-mi:L2(display_short)	psi-mi:MI:0018(two hybrid)	Görnemann et al. (2002)	mint:MINT-5215993|pubmed:12482659	9606	10583	psi-mi:MI:0915(physical association)	psi-mi:MI:0471(MINT)	intact:EBI-8577084|mint:MINT-72628	intact-miscore:0.37
uniprotkb:Q8WWH5	uniprotkb:P03118	intact:EBI-6658513|uniprotkb:Q53ES2|uniprotkb:B2R716	intact:EBI-15990288	psi-mi:trub1_human(display_long)|uniprotkb:TRUB1(gene name)|psi-mi:TRUB1(display_short)|uniprotkb:PUS4(gene name synonym)	psi-mi:ve2_hpv1(display_long)|uniprotkb:E2(gene name)|psi-mi:E2(display_short)	psi-mi:MI:1203(split luciferase complementation)	Muller et al. (2011)	pubmed:22761572|imex:IM-25807|doi:10.1371/journal.ppat.1002761	9606	10583	psi-mi:MI:0915(physical association)	psi-mi:MI:0471(MINT)	intact:EBI-16053701|imex:IM-25807-701|psi-mi:MI:0471	author score:6.36|intact-miscore:0.37
uniprotkb:Q92597	uniprotkb:P06929	uniprotkb:NDRG1_HUMAN	uniprotkb:VE6_HPV1	uniprotkb:NDRG1_HUMAN	uniprotkb:VE6_HPV1	psi-mi:MI:0018(two hybrid)	-	pubmed:22898364	9606	10583	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:14854|virhostnet-nrid:14066	virhostnet-miscore:0.32715574
uniprotkb:Q969X2	uniprotkb:P06929	uniprotkb:SIA7F_HUMAN	uniprotkb:VE6_HPV1	uniprotkb:SIA7F_HUMAN	uniprotkb:VE6_HPV1	psi-mi:MI:0018(two hybrid)	-	pubmed:22898364	9606	10583	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:14057|virhostnet-nrid:13293	virhostnet-miscore:0.32715574
uniprotkb:Q96BJ3	uniprotkb:P03118	intact:EBI-4401674|uniprotkb:A8K1F0|uniprotkb:Q49A81|uniprotkb:Q5JRA4|uniprotkb:Q658P1|uniprotkb:Q9H9E8	intact:EBI-15990288	psi-mi:aida_human(display_long)|uniprotkb:AIDA(gene name)|psi-mi:AIDA(display_short)|uniprotkb:C1orf80(gene name synonym)|uniprotkb:Axin interaction partner and dorsalization antagonist(gene name synonym)	psi-mi:ve2_hpv1(display_long)|uniprotkb:E2(gene name)|psi-mi:E2(display_short)	psi-mi:MI:0397(two hybrid array)	Muller et al. (2011)	pubmed:22761572|imex:IM-25807|doi:10.1371/journal.ppat.1002761	9606	10583	psi-mi:MI:0915(physical association)	psi-mi:MI:0471(MINT)	intact:EBI-16046846|imex:IM-25807-146|psi-mi:MI:0471	intact-miscore:0.49
uniprotkb:Q96BJ3	uniprotkb:P03118	intact:EBI-4401674|uniprotkb:A8K1F0|uniprotkb:Q49A81|uniprotkb:Q5JRA4|uniprotkb:Q658P1|uniprotkb:Q9H9E8	intact:EBI-15990288	psi-mi:aida_human(display_long)|uniprotkb:AIDA(gene name)|psi-mi:AIDA(display_short)|uniprotkb:C1orf80(gene name synonym)|uniprotkb:Axin interaction partner and dorsalization antagonist(gene name synonym)	psi-mi:ve2_hpv1(display_long)|uniprotkb:E2(gene name)|psi-mi:E2(display_short)	psi-mi:MI:1203(split luciferase complementation)	Muller et al. (2011)	pubmed:22761572|imex:IM-25807|doi:10.1371/journal.ppat.1002761	9606	10583	psi-mi:MI:0915(physical association)	psi-mi:MI:0471(MINT)	intact:EBI-16053665|psi-mi:MI:0471|imex:IM-25807-698	author score:5.87|intact-miscore:0.49
uniprotkb:Q96EK4	uniprotkb:P06465	uniprotkb:THA11_HUMAN	uniprotkb:VE7_HPV1	uniprotkb:THA11_HUMAN	uniprotkb:VE7_HPV1	psi-mi:MI:0018(two hybrid)	-	pubmed:22898364	9606	10583	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:2798|virhostnet-nrid:2798	virhostnet-miscore:0.32715574
uniprotkb:Q96JC1	uniprotkb:P03118	intact:EBI-1050197|uniprotkb:O94869|uniprotkb:Q7Z3V3|uniprotkb:Q96B93|uniprotkb:Q96RM0|uniprotkb:Q71SQ6	intact:EBI-15990288	psi-mi:vps39_human(display_long)|uniprotkb:VAM6(gene name synonym)|uniprotkb:TLP(gene name synonym)|uniprotkb:TRAP1-like protein(gene name synonym)|uniprotkb:KIAA0770(gene name synonym)|uniprotkb:VPS39(gene name)|psi-mi:VPS39(display_short)	psi-mi:ve2_hpv1(display_long)|uniprotkb:E2(gene name)|psi-mi:E2(display_short)	psi-mi:MI:1203(split luciferase complementation)	Muller et al. (2011)	pubmed:22761572|imex:IM-25807|doi:10.1371/journal.ppat.1002761	9606	10583	psi-mi:MI:0915(physical association)	psi-mi:MI:0471(MINT)	intact:EBI-16053305|imex:IM-25807-668|psi-mi:MI:0471	author score:25.08|intact-miscore:0.37
uniprotkb:Q96KG9	uniprotkb:P03118	intact:EBI-949287|uniprotkb:A6NJF1|uniprotkb:Q96G50|uniprotkb:Q96KG8|uniprotkb:Q96KH1|uniprotkb:Q9HAW5|uniprotkb:Q9HBL3|uniprotkb:Q9NR53	intact:EBI-15990288	psi-mi:scyl1_human(display_long)|uniprotkb:SCY1-like protein 1(gene name synonym)|uniprotkb:Teratoma-associated tyrosine kinase(gene name synonym)|uniprotkb:Telomerase transcriptional element-interacting factor(gene name synonym)|uniprotkb:Telomerase regulation-associated protein(gene name synonym)|uniprotkb:SCYL1(gene name)|psi-mi:SCYL1(display_short)|uniprotkb:Coated vesicle-associated kinase of 90 kDa(gene name synonym)|uniprotkb:CVAK90(gene name synonym)|uniprotkb:GKLP(gene name synonym)|uniprotkb:NTKL(gene name synonym)|uniprotkb:TAPK(gene name synonym)|uniprotkb:TEIF(gene name synonym)|uniprotkb:TRAP(gene name synonym)|uniprotkb:HT019(orf name)	psi-mi:ve2_hpv1(display_long)|uniprotkb:E2(gene name)|psi-mi:E2(display_short)	psi-mi:MI:1203(split luciferase complementation)	Muller et al. (2011)	pubmed:22761572|imex:IM-25807|doi:10.1371/journal.ppat.1002761	9606	10583	psi-mi:MI:0915(physical association)	psi-mi:MI:0471(MINT)	intact:EBI-16053281|imex:IM-25807-666|psi-mi:MI:0471	author score:21.49|intact-miscore:0.37
uniprotkb:Q96LL9	uniprotkb:P06929	uniprotkb:DJC30_HUMAN	uniprotkb:VE6_HPV1	uniprotkb:DJC30_HUMAN	uniprotkb:VE6_HPV1	psi-mi:MI:0018(two hybrid)	-	pubmed:22898364	9606	10583	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:14888|virhostnet-nrid:14100	virhostnet-miscore:0.32715574
uniprotkb:Q96N11	uniprotkb:P06465	uniprotkb:CG026_HUMAN	uniprotkb:VE7_HPV1	uniprotkb:CG026_HUMAN	uniprotkb:VE7_HPV1	psi-mi:MI:0018(two hybrid)	-	pubmed:22898364	9606	10583	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:14782|virhostnet-nrid:13994	virhostnet-miscore:0.32715574
uniprotkb:Q96QE5	uniprotkb:P03118	intact:EBI-725550|uniprotkb:Q6GPG5|uniprotkb:Q6PJ19|uniprotkb:Q96H04|uniprotkb:Q9H5Z9|uniprotkb:E1P655	intact:EBI-15990288	psi-mi:tefm_human(display_long)|uniprotkb:C17orf42(gene name synonym)|uniprotkb:TEFM(gene name)|psi-mi:TEFM(display_short)	psi-mi:ve2_hpv1(display_long)|uniprotkb:E2(gene name)|psi-mi:E2(display_short)	psi-mi:MI:1203(split luciferase complementation)	Muller et al. (2011)	pubmed:22761572|imex:IM-25807|doi:10.1371/journal.ppat.1002761	9606	10583	psi-mi:MI:0915(physical association)	psi-mi:MI:0471(MINT)	intact:EBI-16053065|psi-mi:MI:0471|imex:IM-25807-648	author score:10.47|intact-miscore:0.37
uniprotkb:Q96QF0	uniprotkb:P03118	intact:EBI-747844|uniprotkb:Q6PCE4|uniprotkb:Q96A24|uniprotkb:Q96QE6|uniprotkb:Q96QE7|uniprotkb:Q96QE8|uniprotkb:Q96QE9|uniprotkb:Q96QF1|uniprotkb:Q9H673|uniprotkb:B7WPJ6	intact:EBI-15990288	psi-mi:rab3i_human(display_long)|uniprotkb:RABIN8(gene name synonym)|uniprotkb:Rabin-3(gene name synonym)|uniprotkb:SSX2-interacting protein(gene name synonym)|uniprotkb:RAB3IP(gene name)|psi-mi:RAB3IP(display_short)	psi-mi:ve2_hpv1(display_long)|uniprotkb:E2(gene name)|psi-mi:E2(display_short)	psi-mi:MI:1203(split luciferase complementation)	Muller et al. (2011)	pubmed:22761572|imex:IM-25807|doi:10.1371/journal.ppat.1002761	9606	10583	psi-mi:MI:0915(physical association)	psi-mi:MI:0471(MINT)	intact:EBI-16053269|imex:IM-25807-665|psi-mi:MI:0471	author score:20.61|intact-miscore:0.37
uniprotkb:Q96SH1	uniprotkb:P06465	uniprotkb:Q96SH1_HUMAN	uniprotkb:VE7_HPV1	uniprotkb:Q96SH1_HUMAN	uniprotkb:VE7_HPV1	psi-mi:MI:0018(two hybrid)	-	pubmed:22898364	9606	10583	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:14774|virhostnet-nrid:13986	virhostnet-miscore:0.32715574
uniprotkb:Q96SH1	uniprotkb:P06929	uniprotkb:Q96SH1_HUMAN	uniprotkb:VE6_HPV1	uniprotkb:Q96SH1_HUMAN	uniprotkb:VE6_HPV1	psi-mi:MI:0018(two hybrid)	-	pubmed:22898364	9606	10583	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:14875|virhostnet-nrid:14087	virhostnet-miscore:0.32715574
uniprotkb:Q96T23	uniprotkb:P03118	intact:EBI-926768|uniprotkb:Q86X86|uniprotkb:Q9H3L8|uniprotkb:Q9NVZ8|uniprotkb:Q9NYU0	intact:EBI-15990288	psi-mi:rsf1_human(display_long)|uniprotkb:RSF1(gene name)|psi-mi:RSF1(display_short)|uniprotkb:HBXAP(gene name synonym)|uniprotkb:XAP8(gene name synonym)|uniprotkb:Hepatitis B virus X-associated protein(gene name synonym)|uniprotkb:HBV pX-associated protein 8(gene name synonym)|uniprotkb:p325 subunit of RSF chromatin-remodeling complex(gene name synonym)	psi-mi:ve2_hpv1(display_long)|uniprotkb:E2(gene name)|psi-mi:E2(display_short)	psi-mi:MI:1203(split luciferase complementation)	Muller et al. (2011)	pubmed:22761572|imex:IM-25807|doi:10.1371/journal.ppat.1002761	9606	10583	psi-mi:MI:0915(physical association)	psi-mi:MI:0471(MINT)	intact:EBI-16053473|psi-mi:MI:0471|imex:IM-25807-682	author score:35.57|intact-miscore:0.37
uniprotkb:Q99538	uniprotkb:P06929	uniprotkb:LGMN_HUMAN	uniprotkb:VE6_HPV1	uniprotkb:LGMN_HUMAN	uniprotkb:VE6_HPV1	psi-mi:MI:0018(two hybrid)	-	pubmed:22898364	9606	10583	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:14036|virhostnet-nrid:13272	virhostnet-miscore:0.32715574
uniprotkb:Q99832	uniprotkb:P06929	uniprotkb:TCPH_HUMAN	uniprotkb:VE6_HPV1	uniprotkb:TCPH_HUMAN	uniprotkb:VE6_HPV1	psi-mi:MI:0018(two hybrid)	-	pubmed:22898364	9606	10583	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:14873|virhostnet-nrid:14085	virhostnet-miscore:0.32715574
uniprotkb:Q9BRH9	uniprotkb:P03118	intact:EBI-7254491|intact:MINT-1200327|uniprotkb:Q2M219	intact:EBI-15990288	psi-mi:zn251_human(display_long)|uniprotkb:ZNF251(gene name)|psi-mi:ZNF251(display_short)	psi-mi:ve2_hpv1(display_long)|uniprotkb:E2(gene name)|psi-mi:E2(display_short)	psi-mi:MI:0397(two hybrid array)	Muller et al. (2011)	pubmed:22761572|imex:IM-25807|doi:10.1371/journal.ppat.1002761	9606	10583	psi-mi:MI:0915(physical association)	psi-mi:MI:0471(MINT)	intact:EBI-16046841|imex:IM-25807-145|psi-mi:MI:0471	intact-miscore:0.49
uniprotkb:Q9BRH9	uniprotkb:P03118	intact:EBI-7254491|intact:MINT-1200327|uniprotkb:Q2M219	intact:EBI-15990288	psi-mi:zn251_human(display_long)|uniprotkb:ZNF251(gene name)|psi-mi:ZNF251(display_short)	psi-mi:ve2_hpv1(display_long)|uniprotkb:E2(gene name)|psi-mi:E2(display_short)	psi-mi:MI:1203(split luciferase complementation)	Muller et al. (2011)	pubmed:22761572|imex:IM-25807|doi:10.1371/journal.ppat.1002761	9606	10583	psi-mi:MI:0915(physical association)	psi-mi:MI:0471(MINT)	intact:EBI-16053725|imex:IM-25807-703|psi-mi:MI:0471	author score:6.91|intact-miscore:0.49
uniprotkb:Q9BVW5	uniprotkb:P03118	intact:EBI-2515360|uniprotkb:Q9NWZ6|uniprotkb:B2CW64	intact:EBI-15990288	psi-mi:tipin_human(display_long)|uniprotkb:TIPIN(gene name)|psi-mi:TIPIN(display_short)	psi-mi:ve2_hpv1(display_long)|uniprotkb:E2(gene name)|psi-mi:E2(display_short)	psi-mi:MI:1203(split luciferase complementation)	Muller et al. (2011)	pubmed:22761572|imex:IM-25807|doi:10.1371/journal.ppat.1002761	9606	10583	psi-mi:MI:0915(physical association)	psi-mi:MI:0471(MINT)	intact:EBI-16053101|psi-mi:MI:0471|imex:IM-25807-651	author score:12.26|intact-miscore:0.37
uniprotkb:Q9BZF9	uniprotkb:P03118	intact:EBI-350510|uniprotkb:Q14DD3|uniprotkb:Q8N3B8|uniprotkb:Q9HCL1|uniprotkb:Q9NWC6|uniprotkb:G3XAG2|uniprotkb:Q96NH6|intact:EBI-10977773	intact:EBI-15990288	psi-mi:uaca_human(display_long)|uniprotkb:UACA(gene name)|psi-mi:UACA(display_short)|uniprotkb:KIAA1561(gene name synonym)	psi-mi:ve2_hpv1(display_long)|uniprotkb:E2(gene name)|psi-mi:E2(display_short)	psi-mi:MI:1203(split luciferase complementation)	Muller et al. (2011)	pubmed:22761572|imex:IM-25807|doi:10.1371/journal.ppat.1002761	9606	10583	psi-mi:MI:0915(physical association)	psi-mi:MI:0471(MINT)	intact:EBI-16053413|psi-mi:MI:0471|imex:IM-25807-677	author score:3.54|intact-miscore:0.37
uniprotkb:Q9GZM7-1	uniprotkb:P03105	intact:EBI-8577114|intact:MINT-253757	intact:EBI-8576961|intact:MINT-253460	psi-mi:q9gzm7-1(display_long)|uniprotkb:PP6614(orf name)|uniprotkb:PSEC0088(orf name)|uniprotkb:UNQ204/PRO230(orf name)|uniprotkb:TINAGL1(gene name)|psi-mi:TINAGL1(display_short)|uniprotkb:GIS5(gene name synonym)|uniprotkb:Glucocorticoid-inducible protein 5(gene name synonym)|uniprotkb:LCN7(gene name synonym)|uniprotkb:OLRG2(gene name synonym)|uniprotkb:Oxidized LDL-responsive gene 2 protein(gene name synonym)|uniprotkb:TINAGL(gene name synonym)|uniprotkb:Tubulointerstitial nephritis antigen-related protein(gene name synonym)	psi-mi:vl2_hpv1(display_long)|uniprotkb:L2(gene name)|psi-mi:L2(display_short)	psi-mi:MI:0018(two hybrid)	Görnemann et al. (2002)	mint:MINT-5215993|pubmed:12482659	9606	10583	psi-mi:MI:0915(physical association)	psi-mi:MI:0471(MINT)	intact:EBI-8577108|mint:MINT-72629	intact-miscore:0.37
uniprotkb:Q9GZP9	uniprotkb:P03118	intact:EBI-7962814|uniprotkb:Q9Y3A7|intact:MINT-3065126	intact:EBI-15990288	psi-mi:derl2_human(display_long)|uniprotkb:DERL2(gene name)|psi-mi:DERL2(display_short)|uniprotkb:DER2(gene name synonym)|uniprotkb:FLANA(gene name synonym)|uniprotkb:CGI-101(orf name)|uniprotkb:SBBI53(orf name)|uniprotkb:Der1-like protein 2(gene name synonym)|uniprotkb:Degradation in endoplasmic reticulum protein 2(gene name synonym)|uniprotkb:F-LAN-1(gene name synonym)|uniprotkb:F-LANa(gene name synonym)	psi-mi:ve2_hpv1(display_long)|uniprotkb:E2(gene name)|psi-mi:E2(display_short)	psi-mi:MI:1203(split luciferase complementation)	Muller et al. (2011)	pubmed:22761572|imex:IM-25807|doi:10.1371/journal.ppat.1002761	9606	10583	psi-mi:MI:0915(physical association)	psi-mi:MI:0471(MINT)	intact:EBI-16053797|imex:IM-25807-709|psi-mi:MI:0471	author score:8.03|intact-miscore:0.37
uniprotkb:Q9H6D7	uniprotkb:P06929	uniprotkb:HAUS4_HUMAN	uniprotkb:VE6_HPV1	uniprotkb:HAUS4_HUMAN	uniprotkb:VE6_HPV1	psi-mi:MI:0018(two hybrid)	-	pubmed:22898364	9606	10583	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:27609|virhostnet-nrid:26224	virhostnet-miscore:0.32715574
