Human	Herpes
Q8IV63	Herpes:Q9QR71
Q8IXW5	Herpes:F5HFD2
Q8IZL8	Herpes:F5HCJ2
Q8N878	Herpes:Q2HRD4
Q8N8A2	Herpes:Q2HR85
Q8N9R8	Herpes:Q9QR71
Q8NB46	Herpes:Q2HR85
Q8NDF8	Herpes:F5H8Y5
Q8TBX8	Herpes:Q9QR71
Q8TCG1	Herpes:Q2HRD4
Q8WUD6	Herpes:P0C788
Q8WV44	Herpes:Q98157
Q8WYA0	Herpes:Q2HR75
Q96B36	Herpes:Q2HRC9
Q96BQ5	Herpes:Q98146
Q96C92	Herpes:Q2HRC6
Q96EE4	Herpes:Q98146
Q96ER3	Herpes:Q2HRD4
Q96JN8	Herpes:Q9QR71
Q96QU8	Herpes:Q2HRD4
Q96RR1	Herpes:Q9QR71
Q99536	Herpes:Q77Q36
Q9BRP8	Herpes:Q2HR75
Q9BTW9	Herpes:Q2HRD4
Q9BV38	Herpes:F5HCJ2
Q9BYJ9	Herpes:Q2HRC9
Q9BZF2	Herpes:F5HFA1
Q9GZT4	Herpes:P0C788
Q9H5V9	Herpes:Q2HRC6
Q9NPG3	Herpes:Q9QR71
Q9NTJ5	Herpes:Q98146
Q9NUW8	Herpes:Q9QR71
Q9NXF1	Herpes:F5HCJ2
Q9NZC7	Herpes:Q2HRB6
Q9P000	Herpes:Q2HRD4
Q9P0P0	Herpes:F5HAD1
Q9UGN5	Herpes:Q9QR71
Q9UH99	Herpes:F5HAW0
Q9UHW5	Herpes:F5HFD2
Q9UI12	Herpes:P0C788
Q9UIA9	Herpes:Q2HRD4
Q9UIL1	Herpes:Q2HRB6
Q9UPU5	Herpes:Q2HRC9
Q9UQ13	Herpes:Q2HRC8
Q9Y3E2	Herpes:Q2HRC9
Q9Y4C1	Herpes:Q9QR71
Q9Y5L0	Herpes:Q2HRD4
Q9Y6Y8	Herpes:F5HAD1
P20226	Herpes:P88950
O60684	Herpes:P88911
Q93009	Herpes:P88933
P52294	Herpes:P88911
Q7KZI7	Herpes:P88924
Q9UJX4	Herpes:P88947
Q92905	Herpes:P88912
P30260	Herpes:P88947
Q13042	Herpes:P88947
Q92558	Herpes:P88947
P26358	Herpes:P88933
Q9UM13	Herpes:P88947
Q9UII4	Herpes:P88924
Q15172	Herpes:P88926
P52756	Herpes:P88947
P28482	Herpes:P88933
Q12933	Herpes:P88961
P55265	Herpes:P88925
O96008	Herpes:P88944
Q7L2H7	Herpes:P88951
Q86X55	Herpes:P88959
P78346	Herpes:P88925
Q12874	Herpes:P88947
Q12873	Herpes:P88947
P18074	Herpes:P88924
A5YKK6	Herpes:P88937
Q9BS26	Herpes:P88935
P30101	Herpes:P88935
P05067	Herpes:P88935
P52292	Herpes:P88911
Q9NZN8	Herpes:P88937
P07237	Herpes:P88935
Q6PKC3	Herpes:P88935
P12004	Herpes:P88934
P17612	Herpes:P88944
Q9NVP2	Herpes:P88951
P27361	Herpes:P88933
P46063	Herpes:P88947
Q99470	Herpes:P90486
P21912	Herpes:Q76SB1
P54132	Herpes:P88947
Q8IUQ4	Herpes:P88933
P58107	Herpes:P88947
Q9Y6K9	Herpes:P88961
Q96DI7	Herpes:P88947
P13667	Herpes:P88935
Q15397	Herpes:P88940
A0A087WWF6	Herpes:Q76SB6
A6NFI3	Herpes:P88947
E7EPP6	Herpes:P88924
O15131	Herpes:P88911
O15381	Herpes:P88940
O43149	Herpes:P88935
O43237	Herpes:P88957
O43255	Herpes:P88933
O60613	Herpes:P88935
O75127	Herpes:P88924
O75175	Herpes:P88937
O75683	Herpes:P88950
O75818	Herpes:P88925
O94808	Herpes:P88924
O94898	Herpes:P88935
O95302	Herpes:P88947
O95478	Herpes:P88947
O95900	Herpes:P88924
P06280	Herpes:P88935
P07478	Herpes:P88947
P0C0P6	Herpes:P88925
P0DP74	Herpes:P88947
P12955	Herpes:P88959
P20073	Herpes:P88931
P22392	Herpes:P88930
P23921	Herpes:P88952
P30566	Herpes:P88959
P33316	Herpes:P88959
P36969	Herpes:P88959
P42229	Herpes:P88912
P50897	Herpes:P88926
P51812	Herpes:P88933
P56277	Herpes:P88959
P56537	Herpes:P88940
P56545	Herpes:P88959
P57772	Herpes:P88933
P58546	Herpes:P88959
P79522	Herpes:P88924
P82932	Herpes:P88924
P83111	Herpes:P88940
P85037	Herpes:P88933
P98173	Herpes:P88935
Q00534	Herpes:P88962
Q01167	Herpes:P88933
Q01433	Herpes:P88933
Q02952	Herpes:P88947
Q04721	Herpes:P88935
Q05469	Herpes:P88924
Q06124	Herpes:P88959
Q13363	Herpes:P88959
Q13370	Herpes:P88957
Q14517	Herpes:P88935
Q14694	Herpes:P88924
Q15014	Herpes:P88933
Q15349	Herpes:P88933
Q15418	Herpes:P88933
Q2NKX8	Herpes:P88947
Q5QP82	Herpes:P88926
Q5T447	Herpes:P88935
Q6GYQ0	Herpes:P88947
Q709F0	Herpes:P88933
Q7L0Y3	Herpes:P88924
Q7L1Q6	Herpes:P88926
Q7L7X3	Herpes:P88947
Q7Z478	Herpes:P88947
Q86T65	Herpes:P88931
Q86U28	Herpes:P88959
Q8IX15	Herpes:P88947
Q8IYB3	Herpes:P88950
Q8IZ52	Herpes:P88935
Q8N3Y7	Herpes:P88924
Q8NC60	Herpes:P88924
Q8WWI1	Herpes:P88933
Q8WY36	Herpes:P88924
Q96C12	Herpes:P88933
Q96DE5	Herpes:P88947
Q96EL2	Herpes:P88924
Q96FX7	Herpes:P88925
Q96MW5	Herpes:P88926
Q96PD5	Herpes:P88951
Q96PZ0	Herpes:P88925
Q99805	Herpes:P88935
Q9BQ48	Herpes:P88947
Q9BTE7	Herpes:P88926
Q9BVX2	Herpes:P88935
Q9BXF6	Herpes:P88933
Q9BYC8	Herpes:P88947
Q9C0C2	Herpes:P88937
Q9H1A3	Herpes:P88959
Q9H2K8	Herpes:P88947
Q9H4P4	Herpes:P88951
Q9H7B2	Herpes:P88925
Q9H8M7	Herpes:P88959
Q9H8Y5	Herpes:P88947
Q9HA64	Herpes:P88959
Q9NRL2	Herpes:P88925
Q9NVS2	Herpes:P88947
Q9NYU1	Herpes:P88935
Q9NZC7	Herpes:P88911
Q9NZL9	Herpes:P88959
Q9P258	Herpes:P88959
Q9UDY2	Herpes:P88947
Q9UH99	Herpes:P88951
Q9UIL1	Herpes:P88911
Q9UIV1	Herpes:P88937
Q9UJ70	Herpes:P88947
Q9ULM6	Herpes:P88937
Q9UPP1	Herpes:P88950
Q9UPY6	Herpes:P88947
Q9Y291	Herpes:P88924
Q9Y2Z4	Herpes:P88924
Q06330	refseq:YP_001129464
P19838	Herpes:P03193
P16070	Herpes:P0CK58
P16070	Herpes:P13285
P16070	Herpes:Q2MG95
P16070	Herpes:P0C739
P16070	Herpes:P0CK49
P16070	Herpes:P0CK56
P16070	Herpes:P03182
Q07955	Herpes:P03211
Q07955	Herpes:Q8AZK7
P14859	Herpes:P03209
Q07812	Herpes:P03182
P35232	Herpes:Q8AZK7
P62988	Herpes:Q8AZK7
P53618	Herpes:P0C739
P53618	Herpes:P29882
P02786	Herpes:Q2MG95
P02786	Herpes:P0CK56
P02786	Herpes:P0CK58
P02786	Herpes:P0C739
O43318	Herpes:P03230
Q15750	Herpes:P03182
Q9NYJ8	Herpes:P03230
O14920	Herpes:P03230
P28074	Herpes:P13285
Q13576	Herpes:Q8AZK7
Q93008	Herpes:P03177
Q93008	Herpes:P03209
Q93008	Herpes:Q2MG95
P51665	Herpes:P13285
P51665	Herpes:Q2MG95
P07900	Herpes:Q8AZK7
P07900	Herpes:P12977
P35606	Herpes:P0C739
O60684	Herpes:P03211
Q9UER7	Herpes:P03179
Q15628	Herpes:P03230
Q93009	Herpes:P03211
P63279	Herpes:P0CK47
P63279	Herpes:P03230
P63279	Herpes:Q04360
O43521	Herpes:P03182
O95477	Herpes:P0CK58
P52294	Herpes:P03211
Q8WUM4	Herpes:P0CK58
Q92973	Herpes:P03211
Q92973	Herpes:P0C739
P52272	Herpes:Q8AZK7
P30153	Herpes:P03225
P30153	Herpes:Q2MG96
P30153	Herpes:P0CK56
P02751	Herpes:P0CK58
P02751	Herpes:P0CK56
P02751	Herpes:P03182
P02751	Herpes:P03220
P02751	Herpes:P03188
P02751	Herpes:Q2MG95
P05161	Herpes:P0C739
P17844	Herpes:Q8AZK7
Q12906	Herpes:Q8AZK7
Q9Y676	Herpes:P03204
P46379	Herpes:P03220
P46379	Herpes:P03179
P46379	Herpes:P30119
P46379	Herpes:P0CK56
P46379	Herpes:Q2MG95
P46379	Herpes:P0CK47
P05556	Herpes:P0C739
P05556	Herpes:Q8AZJ3
P05556	Herpes:P03182
P05556	Herpes:P0CK58
P05556	Herpes:P03192
P05556	Herpes:P0CK56
P62753	Herpes:Q8AZK7
Q86VP6	Herpes:P0C739
Q86VP6	Herpes:P0CK56
P06756	Herpes:P03231
Q99816	Herpes:P03211
P04406	Herpes:P03186
P68400	Herpes:P03211
P62269	Herpes:Q8AZK7
Q86VP1	Herpes:P03195
O43707	Herpes:P03203
P12814	Herpes:P03203
P11021	Herpes:Q8AZK7
Q06330	Herpes:P03204
Q06330	Herpes:P12977
Q06330	Herpes:Q9Q2P0
Q06330	Herpes:P03203
Q06330	Herpes:P12978
P61981	Herpes:Q8AZK7
O14980	Herpes:P0C739
P49023	Herpes:P03225
P49023	Herpes:P03220
P49023	Herpes:P0CK56
P49023	Herpes:P30119
P49023	Herpes:P0C739
P49023	Herpes:P0CK49
P49023	Herpes:Q2MG95
Q12959	Herpes:P0CK58
P46734	Herpes:P03179
Q08379	Herpes:P03225
Q08379	Herpes:P29882
Q08379	Herpes:P03195
P56524	Herpes:P12978
P56524	Herpes:Q8AZK7
Q92985	Herpes:P03230
Q92985-1	Herpes:P03230
Q13651	Herpes:P03180
Q03518	Herpes:P0C739
Q9Y6C2	Herpes:Q2MG95
Q9UKE5	Herpes:P03230
Q7Z3K3	Herpes:P03206
Q15365	Herpes:Q8AZK7
P09874	Herpes:P03179
O14672	Herpes:P0CK56
P60468	Herpes:P0CK49
P60468	Herpes:P0C739
P60468	Herpes:P0CK56
P60468	Herpes:P03220
P60468	Herpes:P0CK58
P60468	Herpes:Q8AZJ3
P60468	Herpes:Q2MG95
P60468	Herpes:P03182
O00410	Herpes:P0C739
O00410	Herpes:P03225
O00410	Herpes:P0CK56
Q9P0L0	Herpes:P0C739
Q9P0L0	Herpes:P03182
P15529	Herpes:P03211
P09603	Herpes:P03228
P55268	Herpes:P0CK47
O00560	Herpes:P0CK58
O00560	Herpes:P0C739
P07858	Herpes:P03177
P07858	Herpes:Q2MG95
P07858	Herpes:P0CK56
P07858	Herpes:Q8AZJ3
P07858	Herpes:P0CK49
P07858	Herpes:P0C739
P07858	Herpes:P03225
Q13546	Herpes:P03230
P27824	Herpes:P03182
P27824	Herpes:P0C739
P27824	Herpes:P0CK56
Q15629	Herpes:P0C739
Q15629	Herpes:P0CK56
Q15629	Herpes:Q8AZJ3
Q15629	Herpes:Q2MG95
Q15629	Herpes:P0CK58
Q15629	Herpes:P0CK49
Q15629	Herpes:P03177
Q15629	Herpes:P30119
P34932	Herpes:Q8AZK7
P34932	Herpes:Q2MG95
P28290	Herpes:Q2MG96
P28290	Herpes:P30119
Q9Y520	Herpes:P03220
Q9Y520	Herpes:Q2MG95
Q9H2P0	Herpes:Q2MG95
Q8N4Q1	Herpes:Q8AZJ3
P35613	Herpes:P03182
P35613	Herpes:P0C739
P35613	Herpes:P0CK58
P35613	Herpes:P0CK56
Q5VU43	Herpes:P03225
P30519	Herpes:P0C739
Q13137	Herpes:P03182
Q13137	Herpes:P30119
Q9NZV1	Herpes:P0C739
Q9NZV1	Herpes:P0CK56
Q9NZV1	Herpes:P0CK58
Q9NZV1	Herpes:Q8AZJ3
Q6UUV7	Herpes:P03206
O75925	Herpes:P03209
Q9NP72	Herpes:P0CK49
Q9NP72	Herpes:Q2MG95
Q9NP72	Herpes:P0C739
Q9NP72	Herpes:P03182
Q9NP72	Herpes:P0CK58
Q9NP72	Herpes:P0CK56
Q13637	Herpes:Q2MG95
Q13637	Herpes:P0C739
Q13637	Herpes:P03182
Q13637	Herpes:P0CK56
Q13637	Herpes:P0CK49
Q13114	Herpes:P03230
Q12933	Herpes:P03188
Q12933	Herpes:P03230
Q13323	Herpes:P03185
Q16611	Herpes:P03182
Q16611	Herpes:P03185
Q92793	Herpes:P03209
P20248	Herpes:P03204
P20248	Herpes:P03203
P20248	Herpes:P12977
O75190	Herpes:Q8AZK7
O14828	Herpes:P0C739
Q92878	Herpes:Q8AZK7
Q9HCU5	Herpes:Q2MG95
Q9HCU5	Herpes:P03182
Q9HCU5	Herpes:P0C739
P42704	Herpes:Q8AZK7
P42704	Herpes:P0C739
P42704	Herpes:P03177
Q96CV9	Herpes:P29882
Q96CV9	Herpes:P0CK53
P61289	Herpes:P13285
P61289	Herpes:Q04360
P61289	Herpes:P03203
P61289	Herpes:P03225
O43390	Herpes:Q8AZK7
Q9UNE7	Herpes:P03179
Q9UNE7	Herpes:Q2MG95
Q9UNE7	Herpes:Q8AZK7
P42771	Herpes:Q8AZK7
P68363	Herpes:Q8AZK7
P63244	Herpes:P03206
O14777	Herpes:P0C725
O14744	Herpes:P03211
O00165	Herpes:Q8AZK7
O75947	Herpes:P0C739
O60506	Herpes:Q8AZK7
Q9UBX5	Herpes:P03227
Q9UBX5	Herpes:P03188
Q9UBX5	Herpes:P03204
Q9UBX5	Herpes:P03232
Q9UBX5	Herpes:P0CK47
Q9UBX5	Herpes:P03211
Q92841	Herpes:Q8AZK7
Q6P2Q9	Herpes:Q8AZK7
Q96R06	Herpes:Q8AZJ3
Q9BYM8	Herpes:P0CK53
Q9NZI8	Herpes:P03211
Q07666	Herpes:Q8AZK7
O43865	Herpes:Q8AZK7
Q15326	Herpes:P03230
Q15326	Herpes:P12978
Q15326	Herpes:P03211
O76031	Herpes:Q8AZK7
Q9Y230	Herpes:Q2MG95
Q9Y230	Herpes:Q8AZK7
Q9Y230	Herpes:P03179
Q9Y230	Herpes:P03225
Q9Y230	Herpes:Q2MG96
Q9Y230	Herpes:P03220
Q9Y230	Herpes:P0CK56
Q9Y230	Herpes:P30119
O00264	Herpes:Q2MG95
O00264	Herpes:P0CK56
O00264	Herpes:P0CK58
O00264	Herpes:P0CK49
O00264	Herpes:P0C739
O00264	Herpes:P03182
Q13151	Herpes:Q8AZK7
Q99848	Herpes:P03211
P49755	Herpes:Q8AZK7
Q92616	Herpes:Q8AZK7
Q92616	Herpes:P0C739
Q92616	Herpes:P0CK56
Q16891	Herpes:P0CK49
Q16891	Herpes:P0C739
Q16891	Herpes:P03182
Q13435	Herpes:Q8AZK7
Q6P1M0	Herpes:P0CK56
Q16186	Herpes:Q2MG95
Q9H0M0	Herpes:P13285
P42766	Herpes:P03211
O43592	Herpes:Q8AZK7
Q99653	Herpes:P0CK56
Q99653	Herpes:P03182
Q99653	Herpes:P0C739
Q99623	Herpes:P13285
Q00610	Herpes:Q8AZK7
P21964	Herpes:P0C739
P21964	Herpes:P03225
P55060	Herpes:Q8AZK7
P19784	Herpes:P03211
P67870	Herpes:P03211
Q8NEW0	Herpes:P03182
Q8NEW0	Herpes:P0C739
P14868	Herpes:Q8AZK7
P14868	Herpes:P0CK56
Q8NFQ8	Herpes:P0CK49
Q8NFQ8	Herpes:P0CK56
Q8NFQ8	Herpes:Q2MG95
P26196	Herpes:P03182
P26196	Herpes:Q2MG95
Q08211	Herpes:Q8AZK7
O60220	Herpes:P30119
Q15392	Herpes:P0C739
Q14204	Herpes:P03182
Q14204	Herpes:P03225
Q14204	Herpes:P0CK56
Q14204	Herpes:Q2MG95
P50402	Herpes:P03225
P50402	Herpes:P30119
P50402	Herpes:P03177
P50402	Herpes:P03182
P50402	Herpes:P13285
P50402	Herpes:Q2MG95
P50402	Herpes:Q8AZJ3
P50402	Herpes:P0CK56
P50402	Herpes:Q8AZK7
P50402	Herpes:P0CK58
P50402	Herpes:P03179
P50402	Herpes:Q2MG96
P50402	Herpes:P0C739
P07437	Herpes:Q8AZK7
Q09472	Herpes:P03209
P07814	Herpes:Q8AZK7
P07814	Herpes:P0CK56
P04626	Herpes:P0C739
P04626	Herpes:P0CK58
P33897	Herpes:Q2MG95
O95573	Herpes:P0CK56
O95573	Herpes:P03220
O95573	Herpes:Q2MG95
O95573	Herpes:P03182
P49327	Herpes:P30119
P49327	Herpes:P03220
Q12805	Herpes:P0CK47
Q9UPN7	Herpes:Q2MG95
Q9UPN7	Herpes:P0CK56
Q9UPN7	Herpes:P30119
Q15691	Herpes:Q04360
Q13049	Herpes:Q2MG95
A5YKK6	Herpes:Q2MG95
O75643	Herpes:Q8AZK7
Q7Z3U7	Herpes:P0C739
Q14315	Herpes:Q8AZK7
Q96CS3	Herpes:P13285
Q96PU5	Herpes:P13285
Q2PZI1	Herpes:P03182
Q5T4S7	Herpes:P03220
Q5T4S7	Herpes:Q2MG95
Q5T4S7	Herpes:P30119
O75533	Herpes:Q8AZK7
Q9UQ35	Herpes:P0CK58
Q9UQ35	Herpes:P03177
Q9UQ35	Herpes:P30119
Q9UQ35	Herpes:P13285
Q9UQ35	Herpes:P03225
Q9UQ35	Herpes:P0CK56
Q9UQ35	Herpes:Q8AZK7
Q9UQ35	Herpes:P03220
Q9UQ35	Herpes:P03209
Q9Y6C9	Herpes:P03209
Q9Y6C9	Herpes:P0C739
Q9Y6C9	Herpes:P03220
Q9Y6C9	Herpes:P30119
Q9Y6C9	Herpes:P0CK56
Q9Y6C9	Herpes:P03177
Q9Y6C9	Herpes:P03182
Q9Y6C9	Herpes:Q2MG95
P02794	Herpes:P03225
P02794	Herpes:Q8AZJ3
Q06136	Herpes:P0C739
O75953	Herpes:Q8AZK7
Q6UB35	Herpes:P03177
Q5JTV8	Herpes:P13285
Q8NC51	Herpes:Q8AZK7
Q8NC51	Herpes:P03182
O76021	Herpes:P03211
O76021	Herpes:Q8AZK7
O75323	Herpes:Q8AZK7
Q9Y5L4	Herpes:P30119
Q9ULX6	Herpes:Q8AZK7
Q7KZF4	Herpes:P03177
Q92896	Herpes:P03182
P00367	Herpes:Q8AZK7
P05141	Herpes:Q8AZK7
P30101	Herpes:P03182
P30101	Herpes:P0C739
P12236	Herpes:Q8AZK7
Q96C36	Herpes:Q8AZK7
P61619	Herpes:P0C739
Q9UMX0	Herpes:P03230
Q96B97	Herpes:P03177
P16402	Herpes:Q8AZK7
P42858	Herpes:P0C739
P42858	Herpes:P03220
Q13547	Herpes:P03204
Q00341	Herpes:Q2MG95
Q00341	Herpes:P03177
Q00341	Herpes:P0CK56
Q00341	Herpes:P0C739
Q9UJZ1	Herpes:P0C739
P01889	Herpes:P03186
P22736	Herpes:P12977
P09651	Herpes:Q8AZK7
P22626	Herpes:Q8AZK7
Q99729	Herpes:Q8AZK7
Q14103	Herpes:Q8AZK7
P61978	Herpes:Q8AZK7
P61978	Herpes:P03225
Q00839	Herpes:Q8AZK7
Q99873	Herpes:P03225
Q99873	Herpes:P03185
Q99873	Herpes:P03211
P25686	Herpes:P0CK56
P0DMV9	Herpes:Q8AZK7
P11142	Herpes:Q8AZK7
P04792	Herpes:Q8AZK7
P08238	Herpes:Q8AZK7
P10809	Herpes:Q8AZK7
P25685	Herpes:Q8AZK7
P25685	Herpes:P03179
P41252	Herpes:Q8AZK7
P41252	Herpes:P0CK56
P41252	Herpes:Q2MG95
P50213	Herpes:Q8AZK7
O60812	Herpes:Q8AZK7
Q06033	Herpes:Q8AZJ3
Q14974	Herpes:P0C739
Q14974	Herpes:P03225
P52292	Herpes:P03211
O00505	Herpes:P03211
P07195	Herpes:Q8AZK7
Q08380	Herpes:P03179
Q08380	Herpes:P13285
Q08380	Herpes:P0CK56
P20700	Herpes:P03208
P29966	Herpes:P03182
P29966	Herpes:P0CK56
P29966	Herpes:P03225
P29966	Herpes:P03220
P29966	Herpes:P30119
P29966	Herpes:P0C739
P27816	Herpes:P03177
P56192	Herpes:P03225
Q5QNW6	Herpes:Q8AZK7
P01106	Herpes:P03204
P55209	Herpes:P03211
P19338	Herpes:Q8AZK7
P46934	Herpes:P13285
P05023	Herpes:P0C739
P05023	Herpes:P0CK49
P05023	Herpes:P03182
Q15233	Herpes:Q8AZK7
P06748	Herpes:P03179
P16615	Herpes:P03220
P16615	Herpes:P0C739
P16615	Herpes:P0CK49
P16615	Herpes:P13285
P16615	Herpes:P03225
P16615	Herpes:P0CK56
P16615	Herpes:P03177
P16615	Herpes:P03182
P16615	Herpes:P03179
P16615	Herpes:Q2MG95
P16615	Herpes:P30119
P16615	Herpes:P0CK58
Q8TED1	Herpes:Q2MG95
Q8TED1	Herpes:P0CK49
Q8TED1	Herpes:P0C739
Q8TED1	Herpes:P0CK56
Q8TED1	Herpes:P03182
Q8TED1	Herpes:P13285
P25705	Herpes:Q8AZK7
Q13415	Herpes:P03211
O43929	Herpes:P03211
P13674	Herpes:Q8AZK7
P07237	Herpes:P03182
P07237	Herpes:Q8AZK7
P07237	Herpes:P0CK58
P07237	Herpes:P0CK56
Q5SSJ5	Herpes:P03211
Q15366	Herpes:Q8AZK7
P05165	Herpes:Q8AZK7
P05166	Herpes:Q8AZK7
Q6PKC3	Herpes:P0CK47
Q71UM5	Herpes:Q2MG95
Q71UM5	Herpes:P0CK56
Q71UM5	Herpes:P30119
Q71UM5	Herpes:P03179
Q71UM5	Herpes:P0C739
Q71UM5	Herpes:P0CK49
Q71UM5	Herpes:P03220
P12004	Herpes:Q8AZK7
P12004	Herpes:P0CK56
Q9BRK5	Herpes:P0CK56
Q9BRK5	Herpes:Q2MG95
Q9BRK5	Herpes:P0CK58
O95071	Herpes:Q8AZK7
O95071	Herpes:P03179
O95071	Herpes:P03220
O95071	Herpes:Q2MG95
O95071	Herpes:P30119
O95071	Herpes:P03177
O95071	Herpes:P0CK56
O95071	Herpes:P0CK58
O95071	Herpes:P03225
Q9P035	Herpes:P0C739
Q9Y282	Herpes:P0CK58
Q9Y282	Herpes:P0C739
P17858	Herpes:Q2MG95
P17858	Herpes:P0CK56
Q01813	Herpes:P0CK56
Q01813	Herpes:Q2MG95
Q01813	Herpes:P03182
Q01813	Herpes:P0C739
Q01813	Herpes:P0CK49
P18859	Herpes:P0C739
P18859	Herpes:Q2MG95
Q02809	Herpes:P03211
Q02809	Herpes:P0CK56
O00469	Herpes:P0CK58
O00469	Herpes:P0CK56
O15162	Herpes:P0CK47
P48047	Herpes:P0C739
P48047	Herpes:Q2MG95
Q15165	Herpes:P0CK56
Q15165	Herpes:P03182
Q9H0E2	Herpes:P0CK58
Q9H0E2	Herpes:P13285
P46100	Herpes:P03179
Q9BVK6	Herpes:Q8AZK7
Q9NX40	Herpes:P03182
P62136	Herpes:P30119
P63151	Herpes:Q2MG96
Q9NVI7	Herpes:Q2MG95
Q9NVI7	Herpes:P0CK58
Q9NVI7	Herpes:P03220
Q9NVI7	Herpes:P03209
Q9NVI7	Herpes:P03182
Q5H9R7	Herpes:P03225
Q5H9R7	Herpes:P0CK56
Q9BV68	Herpes:Q2MG95
P17612	Herpes:Q8AZJ3
Q96P70	Herpes:P0C739
Q13164	Herpes:P25214
P25786	Herpes:Q2MG95
P25786	Herpes:P13285
P25786	Herpes:P30119
P25788	Herpes:P03204
P25788	Herpes:P13285
P25788	Herpes:P03203
P25788	Herpes:P03225
P25788	Herpes:P03211
P25788	Herpes:P12977
P25788	Herpes:Q8AZK7
P25788	Herpes:P03189
P25789	Herpes:Q2MG95
P25789	Herpes:P13285
P60900	Herpes:P30119
P60900	Herpes:Q2MG95
P60900	Herpes:P13285
O14818	Herpes:Q2MG95
O14818	Herpes:P13285
P20618	Herpes:P13285
P20618	Herpes:Q2MG95
P49721	Herpes:P13285
P49721	Herpes:P30119
P49721	Herpes:Q2MG95
P49720	Herpes:P13285
P28070	Herpes:Q2MG95
P28070	Herpes:P13285
P28072	Herpes:Q8AZK7
P28072	Herpes:P13285
P82650	Herpes:P03177
Q99436	Herpes:P13285
P28062	Herpes:P13285
P28065	Herpes:P13285
P62191	Herpes:P13285
P62191	Herpes:Q2MG95
P62191	Herpes:P0CK58
P62191	Herpes:P30119
P35998	Herpes:Q2MG95
P35998	Herpes:Q8AZK7
P35998	Herpes:P13285
P35998	Herpes:P30119
P43686	Herpes:P13285
P43686	Herpes:Q2MG95
P43686	Herpes:P30119
P43686	Herpes:P0CK58
P43686	Herpes:P03179
P43686	Herpes:P0CK56
P62195	Herpes:P30119
P62195	Herpes:P13285
P62195	Herpes:Q2MG95
P62333	Herpes:Q2MG95
P62333	Herpes:P13285
Q13200	Herpes:Q8AZK7
O43242	Herpes:P0CK56
O43242	Herpes:P30119
O43242	Herpes:P13285
O43242	Herpes:Q2MG95
P55036	Herpes:Q2MG95
P55036	Herpes:P13285
P55036	Herpes:P0CK58
P55036	Herpes:P30119
Q9NQC3	Herpes:P03177
Q9NQC3	Herpes:P0C739
Q9NQC3	Herpes:P0CK49
Q9NQC3	Herpes:P03225
O00231	Herpes:Q2MG95
O00232	Herpes:Q2MG95
Q969X5	Herpes:P03182
Q969X5	Herpes:P0CK56
Q969X5	Herpes:P0C739
Q969X5	Herpes:P0CK49
P26599	Herpes:Q8AZK7
P26599	Herpes:P29882
Q7Z434	Herpes:P03182
Q7Z434	Herpes:P0C739
Q8N163	Herpes:Q8AZK7
P47897	Herpes:Q8AZK7
P49792	Herpes:P03220
P49792	Herpes:Q2MG95
Q09028	Herpes:Q8AZK7
Q16576	Herpes:Q8AZK7
Q15293	Herpes:Q8AZK7
Q14257	Herpes:P0C739
Q14257	Herpes:Q2MG95
Q14257	Herpes:P0CK56
Q14257	Herpes:Q8AZK7
Q14257	Herpes:P0CK58
Q04206	Herpes:P03206
P40938	Herpes:Q8AZK7
P14373	Herpes:P03188
P14373	Herpes:P03225
P14373	Herpes:P29882
P13489	Herpes:P0CK56
P13489	Herpes:P03225
P13489	Herpes:P03220
P39023	Herpes:P03211
P39023	Herpes:P03186
P18124	Herpes:Q8AZK7
P62424	Herpes:Q8AZK7
P62917	Herpes:Q8AZK7
P32969	Herpes:Q8AZK7
P27635	Herpes:Q8AZK7
P30050	Herpes:Q8AZK7
P26373	Herpes:Q8AZK7
P18621	Herpes:Q8AZK7
Q07020	Herpes:Q8AZK7
P35268	Herpes:Q8AZK7
P61254	Herpes:Q8AZK7
P46779	Herpes:P03211
P62899	Herpes:Q8AZK7
P62899	Herpes:P03211
P49207	Herpes:P03211
P61513	Herpes:P03211
P15880	Herpes:Q8AZK7
P61247	Herpes:Q8AZK7
P46782	Herpes:P03182
P46782	Herpes:Q2MG95
P62241	Herpes:Q8AZK7
P46781	Herpes:Q8AZK7
P62280	Herpes:Q8AZK7
P62277	Herpes:Q8AZK7
P62277	Herpes:P03211
P62249	Herpes:Q8AZK7
P08708	Herpes:Q8AZK7
P62266	Herpes:Q8AZK7
P62851	Herpes:Q8AZK7
P42677	Herpes:P03220
P42677	Herpes:P03225
P42677	Herpes:Q8AZK7
P42677	Herpes:P30119
P42677	Herpes:P0CK49
P42677	Herpes:P0CK56
P42677	Herpes:Q2MG95
P62979	Herpes:Q8AZK7
P21912	Herpes:P03182
P55735	Herpes:Q8AZK7
Q01105	Herpes:Q8AZK7
Q01105	Herpes:P03211
P23246	Herpes:Q8AZK7
Q8IUQ4	Herpes:P03188
Q8IUQ4	Herpes:P03203
Q8IUQ4	Herpes:P03200
Q8IUQ4	Herpes:P03227
Q8TC07	Herpes:P0C739
P08195	Herpes:P03182
P08195	Herpes:P0CK56
P08195	Herpes:P0CK49
P08195	Herpes:P0C739
P09012	Herpes:Q8AZK7
P08579	Herpes:Q8AZK7
P62316	Herpes:Q8AZK7
P23497	Herpes:Q04360
P23497	Herpes:Q8AZK7
Q96SB4	Herpes:P03211
