Ensemble	H112	H122	H132	H111	H121	H131	H211	H221	H231	H212	H222	H232	H113	H123	H133	H213	H223	H233
ENSG00000278166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278171	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
ENSG00000278172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278177	2	1	0	2	0	0	2	0	0	4	3	1	10	1	0	1	0	1
ENSG00000278178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278179	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278185	0	0	0	5	4	0	0	0	0	1	1	0	1	1	0	0	1	2
ENSG00000278186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278187	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278189	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
ENSG00000278190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278192	0	0	2	0	0	3	0	0	0	5	0	5	1	0	0	0	0	4
ENSG00000278193	4	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
ENSG00000278194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278195	0	0	0	0	0	0	1	1	1	14	4	1	1	0	0	7	0	1
ENSG00000278196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278198	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ENSG00000278199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278200	0	16	17	1	14	27	0	2	45	2	1	45	2	17	3	1	1	44
ENSG00000278201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278203	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ENSG00000278204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278205	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000278206	18	7	5	12	10	2	8	2	3	13	2	2	44	9	1	4	8	4
ENSG00000278207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278212	0	1	0	1	2	2	0	0	0	1	0	0	4	4	0	0	0	0
ENSG00000278213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000278214	0	0	0	1	1	0	1	1	0	2	0	0	2	0	0	2	0	1
ENSG00000278215	0	0	3	0	0	1	0	1	1	0	0	0	1	0	0	2	0	0
ENSG00000278216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278218	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
ENSG00000278219	1	0	0	1	0	0	3	2	0	3	4	0	6	0	0	0	0	1
ENSG00000278220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278223	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0
ENSG00000278224	0	1	0	0	0	0	0	0	0	2	0	0	1	1	0	2	1	0
ENSG00000278225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278231	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0
ENSG00000278232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278236	5	1	0	0	3	2	1	3	0	1	1	0	2	1	0	0	0	1
ENSG00000278237	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278238	3	0	0	4	3	0	0	4	1	8	0	4	19	7	0	4	5	4
ENSG00000278239	2	3	3	1	2	4	0	3	2	0	1	3	4	0	1	1	0	3
ENSG00000278240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278244	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000278245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278255	15	21	3	10	12	1	3	1	4	1	10	2	47	12	0	5	1	1
ENSG00000278256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278259	917	887	96	739	797	197	439	446	203	682	413	225	2945	770	8	450	315	205
ENSG00000278260	0	0	0	2	0	0	1	1	1	1	3	0	0	1	0	0	2	0
ENSG00000278261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278266	7	0	0	6	2	0	4	1	3	6	0	2	23	0	0	1	0	0
ENSG00000278267	2	0	0	1	0	0	0	0	0	0	1	0	3	0	0	0	1	0
ENSG00000278268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278272	615	1189	63	530	1183	125	422	972	498	712	957	530	1833	1067	10	385	755	484
ENSG00000278273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278275	2	2	0	0	3	0	2	2	1	6	2	2	5	6	0	1	3	1
ENSG00000278276	0	0	0	0	0	1	0	2	0	0	0	0	1	0	2	1	0	0
ENSG00000278277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278281	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000278282	0	4	0	1	5	0	0	1	0	0	0	0	1	1	0	1	1	0
ENSG00000278283	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000278284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278291	2	2	5	1	4	10	7	0	0	5	0	0	1	4	0	4	0	1
ENSG00000278292	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278294	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000278300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278301	4	12	5	10	11	4	1	15	0	6	2	5	27	11	0	4	11	9
ENSG00000278302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278309	21	18	8	10	15	16	7	9	8	22	14	10	46	17	1	6	4	7
ENSG00000278310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278311	2213	1379	183	1792	1067	254	1178	829	431	2238	919	492	6834	1091	12	1321	635	409
ENSG00000278312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278313	0	23	2	0	26	6	0	10	17	0	27	25	0	19	1	0	8	11
ENSG00000278315	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278318	702	120	16	570	104	33	246	155	70	439	160	81	2108	108	1	282	108	71
ENSG00000278319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278321	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ENSG00000278322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278323	2	5	3	2	2	2	0	0	6	7	1	5	9	2	2	9	4	3
ENSG00000278324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278330	0	1	0	0	0	0	2	0	1	5	0	0	6	1	0	1	0	2
ENSG00000278331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278335	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278338	3	5	0	2	3	0	3	0	0	0	0	0	2	2	0	4	0	0
ENSG00000278339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278341	11	89	6	9	65	21	11	64	20	13	70	28	38	53	0	6	60	36
ENSG00000278342	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278343	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278344	0	19	6	3	22	11	1	8	9	4	7	11	6	14	0	1	8	11
ENSG00000278345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278346	0	8	7	0	5	4	0	1	14	1	2	10	0	6	0	0	0	9
ENSG00000278347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278348	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000278349	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1
ENSG00000278350	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278351	0	2	2	2	1	2	0	3	1	0	2	0	2	0	0	1	0	0
ENSG00000278352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278353	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000278354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278356	6	2	0	4	2	0	0	1	1	1	0	1	9	4	0	0	0	3
ENSG00000278357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278366	0	1	0	1	1	1	0	2	0	1	0	0	0	1	0	0	0	0
ENSG00000278367	0	0	0	1	0	0	0	0	0	0	1	0	3	0	0	0	0	0
ENSG00000278368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278370	0	0	2	0	0	0	1	0	1	2	0	0	1	3	0	0	0	2
ENSG00000278371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278374	0	0	0	2	2	0	0	1	0	2	2	0	2	1	0	0	1	0
ENSG00000278375	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000278376	19	9	0	20	5	4	13	8	7	23	5	5	67	4	0	20	7	1
ENSG00000278377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278383	14	1	1	5	0	0	2	2	0	10	0	1	26	2	0	1	1	2
ENSG00000278384	8	13	1	8	4	4	2	2	2	3	1	3	36	8	2	1	1	0
ENSG00000278385	3	0	0	8	1	0	1	0	0	0	0	0	27	0	0	0	0	0
ENSG00000278386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278389	2	1	0	4	1	2	4	1	0	1	0	1	2	1	0	2	0	0
ENSG00000278390	4	2	0	6	11	1	13	6	6	14	9	1	24	3	1	6	3	3
ENSG00000278391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278392	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
ENSG00000278393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278396	4	0	0	2	0	0	2	0	0	11	2	1	17	2	0	6	1	2
ENSG00000278397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278398	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000278399	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ENSG00000278400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278408	2	0	0	2	3	0	0	3	3	7	2	0	2	2	0	5	0	1
ENSG00000278409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278413	2	1	0	2	0	0	1	2	1	2	1	2	2	0	0	1	0	0
ENSG00000278414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278416	9	3	1	11	2	4	14	4	1	11	3	0	31	0	0	7	0	0
ENSG00000278417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278418	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1
ENSG00000278419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278420	1	2	0	0	0	0	0	0	0	1	0	0	3	0	0	2	0	0
ENSG00000278421	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0
ENSG00000278422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278424	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
ENSG00000278425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278433	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0
ENSG00000278434	2	6	1	0	4	4	6	10	8	5	9	3	19	6	0	3	8	2
ENSG00000278435	0	4	0	0	2	0	2	1	0	1	1	0	4	3	0	0	0	0
ENSG00000278436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278438	0	0	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000278439	8	8	0	5	2	1	1	4	2	4	4	1	22	7	0	1	5	2
ENSG00000278440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278445	0	2	3	0	2	1	0	1	0	0	1	3	0	3	0	0	0	2
ENSG00000278446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278447	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000278448	2	0	0	3	0	0	2	0	0	3	0	1	5	0	0	0	0	0
ENSG00000278449	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	2	0
ENSG00000278450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278453	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000278454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278455	1	0	0	1	0	0	0	0	0	0	2	1	2	2	0	5	0	0
ENSG00000278456	4	1	0	2	1	4	0	0	1	0	1	0	16	2	0	1	1	2
ENSG00000278457	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278462	1	0	1	2	1	0	0	0	1	2	0	0	3	0	0	1	0	2
ENSG00000278463	222	596	76	206	593	88	146	659	337	293	601	344	701	547	5	193	470	338
ENSG00000278464	0	4	0	0	1	3	0	0	1	0	1	6	2	0	0	0	0	0
ENSG00000278465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278467	18	6	0	11	3	2	7	5	1	21	6	2	59	2	0	12	6	3
ENSG00000278468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278469	0	1	0	0	1	0	0	0	1	0	2	0	0	0	0	1	0	0
ENSG00000278470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278472	3	2	2	0	1	9	0	0	1	2	0	0	27	0	1	5	0	2
ENSG00000278473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278475	1	1	1	1	1	3	2	0	0	0	2	2	5	0	0	0	3	0
ENSG00000278476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
